,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
5981,Jason Richardson,PHI,32,198.12,225.0,Michigan State,USA,2001,1,5,33.0,10.5,3.8,1.5,-0.8,2.0,12.1,18.3,49.5,8.1,'12-13
5982,Jason Smith,NOH,27,213.36,240.0,Colorado State,USA,2007,1,20,51.0,8.2,3.6,0.7,-3.2,7.7,14.4,23.4,54.4,7.2,'12-13
5983,Jason Terry,BOS,35,187.96,180.0,Arizona,USA,1999,1,10,79.0,10.1,2.0,2.5,-0.2,1.0,6.7,17.3,56.6,15.2,'12-13
5984,Jason Thompson,SAC,26,210.82,250.0,Rider University,USA,2008,1,12,82.0,10.9,6.7,1.0,-4.5,7.6,17.5,18.2,53.3,5.9,'12-13
5985,Jeff Adrien,CHA,27,200.66,243.0,Connecticut,USA,Undrafted,Undrafted,Undrafted,52.0,4.0,3.8,0.7,-7.0,9.1,18.7,15.4,49.3,8.2,'12-13
5986,Jeff Ayres,IND,26,205.74,250.0,Arizona State,USA,2009,2,31,37.0,3.9,2.8,0.4,6.6,8.0,17.7,18.3,53.3,6.8,'12-13
5987,Jeff Green,BOS,26,205.74,235.0,Georgetown,USA,2007,1,5,81.0,12.8,3.9,1.6,-1.1,2.6,11.5,21.6,56.1,10.0,'12-13
5988,Jeff Teague,ATL,25,187.96,181.0,Wake Forest,USA,2009,1,19,80.0,14.6,2.3,7.2,1.1,1.0,6.0,22.6,54.3,34.8,'12-13
5989,Jeffery Taylor,CHA,24,200.66,225.0,Vanderbilt,Sweden,2012,2,31,77.0,6.1,1.9,0.8,-8.6,3.3,6.6,14.7,53.1,7.2,'12-13
5990,Jeremy Evans,UTA,25,205.74,194.0,Western Kentucky,USA,2010,2,55,37.0,2.0,1.6,0.3,5.1,11.9,14.5,12.5,64.1,7.6,'12-13
5991,Jeremy Lamb,OKC,21,195.58,180.0,Connecticut,USA,2012,1,12,23.0,3.1,0.8,0.2,-16.7,3.2,8.8,23.8,47.9,6.3,'12-13
5992,Jeremy Lin,HOU,24,190.5,200.0,Harvard,USA,Undrafted,Undrafted,Undrafted,82.0,13.4,3.0,6.1,2.6,1.3,8.1,20.6,53.8,29.0,'12-13
5993,Jeremy Pargo,PHI,27,187.96,219.0,Gonzaga,USA,2009,0,0,39.0,6.8,1.3,2.4,-7.6,1.1,6.7,22.4,47.8,25.4,'12-13
5994,Jeremy Tyler,ATL,22,208.28,260.0,None,USA,2011,2,39,21.0,1.0,1.0,0.0,1.9,8.3,18.7,19.6,41.3,2.8,'12-13
5995,Jermaine O'Neal,PHX,34,210.82,255.0,None,USA,1996,1,17,55.0,8.3,5.3,0.8,-7.0,8.1,20.4,21.7,53.8,7.4,'12-13
5996,Jerry Stackhouse,BKN,38,198.12,218.0,North Carolina,USA,1995,1,3,37.0,4.9,0.9,0.9,0.7,0.9,5.6,16.6,50.0,10.7,'12-13
5997,Jerryd Bayless,MEM,24,190.5,200.0,Arizona,USA,2008,1,11,80.0,8.7,2.2,3.3,0.5,1.3,9.2,20.2,51.4,25.4,'12-13
5998,Jimmer Fredette,SAC,24,187.96,195.0,Brigham Young,USA,2011,1,10,69.0,7.2,1.0,1.3,-3.9,1.9,5.6,22.9,54.6,15.4,'12-13
5999,Jimmy Butler,CHI,23,200.66,220.0,Marquette,USA,2011,1,30,82.0,8.6,4.0,1.4,2.4,6.4,9.2,14.4,57.4,8.8,'12-13
6000,Joakim Noah,CHI,28,210.82,232.0,Florida,USA,2007,1,9,66.0,11.9,11.1,4.0,1.6,11.0,19.3,17.0,53.4,17.6,'12-13
6001,Jodie Meeks,LAL,25,193.04,208.0,Kentucky,USA,2009,2,41,78.0,7.9,2.2,0.9,1.3,2.2,7.6,16.1,54.0,6.6,'12-13
6002,Joe Johnson,BKN,32,200.66,240.0,Arkansas,USA,2001,1,10,72.0,16.3,3.0,3.5,5.6,2.1,6.6,21.6,52.1,16.3,'12-13
6003,Joel Anthony,MIA,30,205.74,245.0,UNLV,Canada,Undrafted,Undrafted,Undrafted,62.0,1.4,1.9,0.2,1.1,8.8,12.3,8.3,54.2,3.4,'12-13
6004,Joel Freeland,POR,26,208.28,225.0,None,United Kingdom,2006,1,30,51.0,2.6,2.3,0.3,-9.2,7.7,16.8,16.1,43.5,5.0,'12-13
6005,Joel Przybilla,MIL,33,215.9,245.0,Minnesota,USA,2000,1,9,12.0,0.2,1.8,0.3,-34.2,6.3,24.2,5.6,20.5,8.0,'12-13
6006,Johan Petro,ATL,27,213.36,247.0,None,France,2005,1,25,31.0,3.5,3.6,0.5,-12.9,9.3,23.0,17.5,46.8,7.6,'12-13
6007,John Henson,MIL,22,210.82,220.0,North Carolina,USA,2012,1,14,63.0,6.0,4.7,0.5,-1.7,12.5,21.0,21.6,49.7,6.3,'12-13
6008,John Jenkins,ATL,22,193.04,215.0,Vanderbilt,USA,2012,1,23,61.0,6.1,1.5,0.9,-7.4,1.9,8.6,17.6,57.6,10.5,'12-13
6009,John Lucas III,TOR,30,180.34,165.0,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,63.0,5.3,1.0,1.7,-4.7,0.9,7.6,20.3,48.3,23.3,'12-13
6010,John Salmons,SAC,33,198.12,207.0,Miami,USA,2002,1,26,76.0,8.8,2.7,3.0,-0.6,1.5,7.8,14.6,50.9,14.2,'12-13
6011,John Wall,WAS,22,193.04,195.0,Kentucky,USA,2010,1,1,49.0,18.5,4.0,7.6,1.6,2.2,10.0,28.6,52.1,40.7,'12-13
6012,Jon Leuer,MEM,24,208.28,228.0,Wisconsin,USA,2011,2,40,28.0,2.0,1.3,0.3,-17.0,6.5,14.3,15.3,48.5,7.4,'12-13
6013,Jonas Jerebko,DET,26,208.28,231.0,None,Sweden,2009,2,39,49.0,7.7,3.8,0.9,-5.4,7.6,14.6,19.5,53.1,7.9,'12-13
6014,Jonas Valanciunas,TOR,21,210.82,231.0,None,Lithuania,2011,1,5,62.0,8.9,6.0,0.7,-3.7,8.7,17.6,16.9,61.9,5.1,'12-13
6015,Jordan Crawford,BOS,24,193.04,195.0,Xavier,USA,2010,1,27,70.0,11.6,3.0,3.2,-4.9,2.6,9.4,24.8,51.2,24.4,'12-13
6016,Jordan Hamilton,DEN,22,200.66,220.0,Texas-Austin,USA,2011,1,26,40.0,5.2,2.4,0.6,-3.3,7.4,15.3,23.6,49.0,8.9,'12-13
6017,Jordan Hill,LAL,25,208.28,235.0,Arizona,USA,2009,1,8,29.0,6.7,5.7,0.4,-3.0,15.6,17.7,18.8,53.3,5.0,'12-13
6018,Jose Calderon,DET,31,190.5,211.0,None,Spain,Undrafted,Undrafted,Undrafted,73.0,11.3,2.4,7.1,-6.5,0.9,7.9,16.7,61.6,39.6,'12-13
6019,Josh Akognon,DAL,27,180.34,185.0,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,3.0,1.7,0.3,0.3,-22.9,0.0,12.5,22.2,62.5,20.0,'12-13
6020,Josh Childress,BKN,30,203.2,210.0,Stanford,USA,2004,1,6,14.0,1.0,1.1,0.4,-11.4,4.7,9.5,9.1,32.0,8.5,'12-13
6021,Josh Harrellson,MIA,24,208.28,275.0,Kentucky,USA,2011,2,45,6.0,1.7,1.2,0.0,-8.7,11.5,10.0,18.1,50.6,0.0,'12-13
6022,Josh Howard,MIN,33,200.66,210.0,Wake Forest,USA,2003,1,29,11.0,6.7,3.3,0.4,-4.6,4.3,13.1,19.6,45.0,3.4,'12-13
6023,Josh McRoberts,CHA,26,208.28,240.0,Duke,USA,2007,2,37,67.0,6.0,4.9,2.1,-8.2,6.4,16.2,13.6,52.7,15.1,'12-13
6024,Josh Selby,MEM,22,187.96,183.0,Kansas,USA,2011,2,49,10.0,2.0,0.5,0.4,-31.7,0.0,8.9,25.0,37.3,14.3,'12-13
6025,Josh Smith,ATL,27,205.74,225.0,None,USA,2004,1,17,76.0,17.5,8.4,4.2,1.8,5.2,18.8,26.3,50.1,20.4,'12-13
6026,Jrue Holiday,PHI,23,193.04,205.0,UCLA,USA,2009,1,17,78.0,17.7,4.2,8.0,-2.4,3.0,8.4,26.1,49.6,35.8,'12-13
6027,Julyan Stone,DEN,24,198.12,200.0,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,4.0,1.8,0.8,0.5,9.2,6.5,4.2,8.6,93.1,11.1,'12-13
6028,Justin Dentmon,DAL,27,180.34,185.0,Washington,USA,Undrafted,Undrafted,Undrafted,2.0,0.0,0.0,0.0,-41.1,0.0,0.0,20.0,0.0,0.0,'12-13
6029,Justin Holiday,PHI,24,198.12,185.0,Washington,USA,Undrafted,Undrafted,Undrafted,9.0,4.7,1.6,1.7,5.0,0.0,8.9,19.1,40.8,15.5,'12-13
6030,Juwan Howard,MIA,40,205.74,250.0,Michigan,USA,1994,1,5,7.0,3.0,1.1,0.9,-12.2,0.0,16.3,21.7,54.0,20.7,'12-13
6031,Kawhi Leonard,SAS,22,200.66,225.0,San Diego State,USA,2011,1,15,58.0,11.9,6.0,1.6,10.1,4.0,15.5,16.4,59.2,7.7,'12-13
6032,Keith Bogans,BKN,33,195.58,215.0,Kentucky,USA,2003,2,43,74.0,4.2,1.6,1.0,-0.5,1.2,7.6,11.0,53.3,8.4,'12-13
6033,Kemba Walker,CHA,23,185.42,184.0,Connecticut,USA,2011,1,9,82.0,17.7,3.5,5.7,-8.7,2.0,8.2,25.0,51.7,30.8,'12-13
6034,Kendall Marshall,PHX,21,193.04,195.0,North Carolina,USA,2012,1,13,48.0,3.0,0.9,3.0,-13.6,0.6,5.6,13.1,45.5,30.6,'12-13
6035,Kendrick Perkins,OKC,28,208.28,270.0,None,USA,2003,1,27,78.0,4.2,6.0,1.4,10.9,6.4,16.9,10.5,47.9,7.8,'12-13
6036,Kenneth Faried,DEN,23,203.2,228.0,Morehead State,USA,2011,1,22,80.0,11.5,9.2,1.0,5.7,11.6,21.2,17.7,57.3,5.1,'12-13
6037,Kent Bazemore,GSW,23,195.58,201.0,Old Dominion,USA,Undrafted,Undrafted,Undrafted,61.0,2.0,0.4,0.4,1.0,1.9,5.5,24.7,45.4,15.9,'12-13
6038,Kenyon Martin,NYK,35,205.74,240.0,Cincinnati,USA,2000,1,1,18.0,7.2,5.3,0.4,8.5,8.7,15.1,14.1,58.3,3.0,'12-13
6039,Kevin Durant,OKC,24,205.74,235.0,Texas,USA,2007,1,2,81.0,28.1,7.9,4.6,12.2,1.7,17.9,29.5,64.7,21.3,'12-13
6040,Kevin Garnett,BOS,37,210.82,253.0,None,USA,1995,1,5,68.0,14.8,7.8,2.3,2.8,4.2,22.9,24.6,53.5,14.7,'12-13
6041,Kevin Jones,CLE,23,203.2,260.0,West Virginia,USA,Undrafted,Undrafted,Undrafted,32.0,3.0,2.4,0.3,9.2,10.7,12.7,15.5,41.8,4.3,'12-13
6042,Kevin Love,MIN,24,208.28,260.0,UCLA,USA,2008,1,5,18.0,18.3,14.0,2.3,0.0,9.4,30.6,27.3,45.8,11.7,'12-13
6043,Kevin Martin,OKC,30,200.66,185.0,Western Carolina,USA,2004,1,26,77.0,14.0,2.3,1.4,10.7,1.7,6.6,20.6,60.8,8.1,'12-13
6044,Kevin Murphy,UTA,23,198.12,185.0,Tennessee Tech,USA,2012,2,47,17.0,0.9,0.2,0.1,-40.9,0.0,8.9,23.8,26.8,8.3,'12-13
6045,Kevin Seraphin,WAS,23,205.74,275.0,None,France,2010,1,17,79.0,9.1,4.4,0.7,-5.9,6.1,13.7,23.3,47.8,6.3,'12-13
6046,Keyon Dooling,MEM,33,190.5,195.0,Missouri,USA,2000,1,10,7.0,4.4,0.1,1.1,-13.2,0.0,1.2,15.3,64.4,19.5,'12-13
6047,Khris Middleton,DET,21,200.66,215.0,Texas A&M,USA,2012,2,39,27.0,6.1,1.9,1.0,2.3,0.9,10.9,15.6,53.2,8.5,'12-13
6048,Kim English,DET,24,198.12,200.0,Missouri,USA,2012,2,44,41.0,2.9,0.9,0.6,-6.5,1.9,7.6,15.2,47.7,9.7,'12-13
6049,Kirk Hinrich,CHI,32,193.04,190.0,Kansas,USA,2003,1,7,60.0,7.7,2.6,5.2,3.3,0.9,8.0,14.5,49.3,26.7,'12-13
6050,Klay Thompson,GSW,23,200.66,205.0,Washington State,USA,2011,1,11,82.0,16.6,3.7,2.2,1.8,1.1,8.9,21.6,53.3,9.9,'12-13
6051,Kobe Bryant,LAL,34,198.12,205.0,None,USA,1996,1,13,78.0,27.3,5.6,6.0,1.9,2.2,11.6,31.3,57.0,28.6,'12-13
6052,Kosta Koufos,DEN,24,213.36,265.0,Ohio State,USA,2008,1,23,81.0,8.0,6.9,0.4,9.0,11.5,19.2,14.3,58.5,2.6,'12-13
6053,Kris Humphries,BKN,28,205.74,235.0,Minnesota,USA,2004,1,14,65.0,5.8,5.6,0.5,-3.7,11.0,21.1,16.1,51.5,4.3,'12-13
6054,Kris Joseph,BKN,24,200.66,210.0,Syracuse,Canada,2012,2,51,10.0,0.9,0.7,0.1,-3.7,1.7,11.5,15.7,25.7,2.8,'12-13
6055,Kurt Thomas,NYK,40,205.74,240.0,TCU,USA,1995,1,10,39.0,2.5,2.3,0.5,-2.8,6.0,16.9,11.4,54.7,8.5,'12-13
6056,Kwame Brown,PHI,31,210.82,290.0,None,USA,2001,1,1,22.0,1.9,3.4,0.4,-7.1,8.4,19.9,9.3,45.2,5.1,'12-13
6057,Kyle Korver,ATL,32,200.66,212.0,Creighton,USA,2003,2,51,74.0,10.9,4.0,2.0,4.1,1.1,11.8,14.1,63.7,9.4,'12-13
6058,Kyle Lowry,TOR,27,182.88,205.0,Villanova,USA,2006,1,24,68.0,11.6,4.7,6.4,1.1,2.9,13.5,19.7,54.3,33.6,'12-13
6059,Kyle O'Quinn,ORL,23,208.28,240.0,Norfolk State,USA,2012,2,49,57.0,4.1,3.7,0.9,-3.8,10.0,21.4,17.3,53.5,12.2,'12-13
6060,Kyle Singler,DET,25,203.2,230.0,Duke,USA,2011,2,33,82.0,8.8,4.0,0.9,-4.1,4.8,10.1,15.5,51.7,5.3,'12-13
6061,Kyrie Irving,CLE,21,190.5,191.0,Duke,Australia,2011,1,1,59.0,22.5,3.7,5.9,-4.6,1.6,9.5,29.2,55.3,31.5,'12-13
6062,LaMarcus Aldridge,POR,27,210.82,240.0,Texas-Austin,USA,2006,1,2,74.0,21.1,9.1,2.6,-0.7,6.4,18.7,26.2,53.0,12.5,'12-13
6063,Lamar Odom,LAC,33,208.28,230.0,Rhode Island,USA,1999,1,4,82.0,4.0,5.9,1.7,9.9,7.5,22.2,13.0,42.9,12.8,'12-13
6064,Lance Stephenson,IND,22,195.58,228.0,Cincinnati,USA,2010,2,40,78.0,8.8,3.9,2.9,8.2,2.1,11.2,14.9,53.0,15.0,'12-13
6065,Lance Thomas,NOH,25,203.2,225.0,Duke,USA,Undrafted,Undrafted,Undrafted,59.0,2.5,1.9,0.3,-2.4,7.2,11.9,10.6,56.5,4.3,'12-13
6066,Landry Fields,TOR,25,200.66,215.0,Stanford,USA,2010,2,39,51.0,4.7,4.1,1.2,-0.8,6.0,14.9,12.6,48.7,8.4,'12-13
6067,Larry Sanders,MIL,24,210.82,235.0,Va Commonwealth,USA,2010,1,15,71.0,9.8,9.5,1.2,1.5,10.7,22.0,16.9,52.3,6.8,'12-13
6068,Lavoy Allen,PHI,24,205.74,255.0,Temple,USA,2011,2,50,79.0,5.8,5.0,0.9,-2.2,9.3,14.7,14.6,47.4,6.8,'12-13
6069,Lazar Hayward,MIN,26,198.12,225.0,Marquette,USA,2010,1,30,4.0,2.5,1.0,0.8,-36.5,0.0,14.3,18.1,39.6,20.0,'12-13
6070,LeBron James,MIA,28,203.2,250.0,None,USA,2003,1,1,76.0,26.8,8.0,7.3,12.3,3.9,18.0,29.4,64.0,34.4,'12-13
6071,Leandro Barbosa,BOS,30,190.5,194.0,None,Brazil,2003,1,28,41.0,5.2,1.1,1.4,-4.3,1.6,7.3,20.2,50.9,20.1,'12-13
6072,Linas Kleiza,TOR,28,203.2,234.0,Missouri,Lithuania,2005,1,27,20.0,7.4,2.6,0.8,-6.5,2.6,11.7,21.7,46.0,7.7,'12-13
6073,Lou Amundson,NOH,30,205.74,225.0,UNLV,USA,Undrafted,Undrafted,Undrafted,39.0,1.9,2.7,0.3,-8.5,12.8,17.7,14.0,39.2,5.1,'12-13
6074,Lou Williams,ATL,26,185.42,175.0,None,USA,2005,2,45,39.0,14.1,2.1,3.6,-0.2,0.7,6.5,23.2,55.5,21.8,'12-13
6075,Luc Mbah a Moute,MIL,26,203.2,230.0,UCLA,Cameroon,2008,2,37,58.0,6.7,4.4,0.9,-3.0,6.3,12.1,16.4,44.7,6.3,'12-13
6076,Luis Scola,PHX,33,205.74,245.0,None,Argentina,2002,2,55,82.0,12.8,6.6,2.2,-4.8,7.1,18.5,22.8,51.6,14.0,'12-13
6077,Luke Babbitt,POR,24,205.74,225.0,Nevada-Reno,USA,2010,1,16,62.0,3.9,2.2,0.5,-2.3,2.0,17.1,15.6,50.9,6.4,'12-13
6078,Luke Ridnour,MIN,32,187.96,175.0,Oregon,USA,2003,1,14,82.0,11.5,2.5,3.8,-3.1,1.6,7.1,17.8,53.2,21.1,'12-13
6079,Luke Walton,CLE,33,203.2,235.0,Arizona,USA,2003,2,32,50.0,3.4,2.9,3.3,-2.5,4.5,13.5,13.1,45.3,28.6,'12-13
6080,Luke Zeller,PHX,26,210.82,245.0,Notre Dame,USA,Undrafted,Undrafted,Undrafted,16.0,1.2,0.6,0.2,-33.1,1.2,14.5,18.1,36.5,10.3,'12-13
6081,Luol Deng,CHI,28,205.74,220.0,Duke,United Kingdom,2004,1,7,75.0,16.5,6.3,3.0,0.0,5.5,11.0,21.0,50.8,13.1,'12-13
6082,Maalik Wayns,LAC,22,185.42,195.0,Villanova,USA,Undrafted,Undrafted,Undrafted,27.0,2.8,0.3,1.0,-14.7,0.5,3.2,24.0,39.4,23.3,'12-13
6083,Malcolm Lee,MIN,23,195.58,200.0,UCLA,USA,2011,2,43,16.0,4.9,2.4,1.3,2.0,5.0,8.8,14.4,46.0,11.1,'12-13
6084,Malcolm Thomas,CHI,24,205.74,225.0,San Diego State,USA,Undrafted,Undrafted,Undrafted,12.0,1.3,1.3,0.3,33.8,8.3,20.0,13.3,55.5,10.0,'12-13
6085,Manu Ginobili,SAS,35,198.12,205.0,None,Argentina,1999,2,57,60.0,11.8,3.4,4.6,8.1,2.3,11.6,23.8,56.0,30.8,'12-13
6086,MarShon Brooks,BKN,24,195.58,200.0,Providence,USA,2011,1,25,73.0,5.4,1.4,1.0,-3.1,3.6,8.3,21.7,52.3,15.3,'12-13
6087,Marc Gasol,MEM,28,215.9,265.0,None,Spain,2007,2,48,80.0,14.1,7.8,4.0,8.2,6.9,16.6,19.2,55.9,19.0,'12-13
6088,Marcin Gortat,PHX,29,210.82,240.0,None,Poland,2005,2,57,61.0,11.1,8.5,1.2,-5.4,6.7,21.7,17.1,54.3,6.3,'12-13
6089,Marco Belinelli,CHI,27,195.58,195.0,None,Italy,2007,1,18,73.0,9.6,1.9,2.0,-1.7,0.7,6.8,18.4,51.3,13.2,'12-13
6090,Marcus Camby,NYK,39,210.82,240.0,Massachusetts,USA,1996,1,2,24.0,1.8,3.3,0.6,-1.9,9.4,22.9,14.5,34.2,9.6,'12-13
6091,Marcus Morris Sr.,PHX,23,205.74,235.0,Kansas,USA,2011,1,14,77.0,7.7,3.6,0.8,-4.1,5.1,13.0,18.4,51.6,6.8,'12-13
6092,Marcus Thornton,SAC,26,193.04,205.0,Louisiana State,USA,2009,2,43,72.0,12.7,2.5,1.3,-8.3,2.8,8.0,22.8,55.2,9.2,'12-13
6093,Mario Chalmers,MIA,27,187.96,190.0,Kansas,USA,2008,2,34,77.0,8.6,2.2,3.5,13.7,1.1,7.6,15.6,57.6,18.3,'12-13
6094,Markieff Morris,PHX,23,208.28,245.0,Kansas,USA,2011,1,13,82.0,8.2,4.8,1.3,-9.4,7.0,15.4,19.5,47.3,9.5,'12-13
6095,Marquis Daniels,MIL,32,198.12,200.0,Auburn,USA,Undrafted,Undrafted,Undrafted,59.0,5.5,2.5,1.1,-3.8,3.9,9.5,16.6,43.2,9.6,'12-13
6096,Marquis Teague,CHI,20,187.96,190.0,Kentucky,USA,2012,1,29,48.0,2.1,0.9,1.3,0.3,0.8,11.0,18.2,41.2,27.5,'12-13
6097,Marreese Speights,CLE,25,208.28,255.0,Florida,USA,2008,1,16,79.0,8.3,4.9,0.6,-4.8,10.9,19.4,25.2,49.8,6.7,'12-13
6098,Martell Webster,WAS,26,200.66,230.0,None,USA,2005,1,6,76.0,11.4,3.9,1.9,-0.4,2.4,11.0,16.6,60.1,10.5,'12-13
6099,Marvin Williams,UTA,27,205.74,245.0,North Carolina,USA,2005,1,2,73.0,7.2,3.6,1.1,-3.0,3.2,12.4,15.1,51.5,7.2,'12-13
6100,Matt Barnes,LAC,33,200.66,226.0,UCLA,USA,2002,2,45,80.0,10.3,4.6,1.5,7.4,5.6,12.4,17.6,56.6,9.5,'12-13
6101,Matt Bonner,SAS,33,208.28,235.0,Florida,USA,2003,2,45,68.0,4.2,1.9,0.5,4.3,2.9,11.6,12.4,60.9,5.7,'12-13
6102,Matt Carroll,CHA,32,198.12,212.0,Notre Dame,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,0.0,1.0,-10.9,0.0,0.0,0.0,0.0,33.3,'12-13
6103,Maurice Harkless,ORL,20,203.2,210.0,"St. John's, N.Y.",USA,2012,1,15,76.0,8.2,4.4,0.7,-11.6,6.0,11.0,15.6,50.4,4.0,'12-13
6104,Metta World Peace,LAL,33,200.66,260.0,St. John's,USA,1999,1,16,75.0,12.4,5.0,1.5,4.2,4.0,10.3,17.4,51.7,6.7,'12-13
6105,Meyers Leonard,POR,21,215.9,245.0,Illinois,USA,2012,1,11,69.0,5.5,3.7,0.5,-7.2,7.0,15.4,13.7,59.6,4.5,'12-13
6106,Michael Beasley,PHX,24,208.28,235.0,Kansas State,USA,2008,1,2,75.0,10.1,3.8,1.5,-11.5,3.3,15.3,27.0,46.2,12.5,'12-13
6107,Michael Kidd-Gilchrist,CHA,19,200.66,232.0,Kentucky,USA,2012,1,2,78.0,9.0,5.8,1.5,-7.2,6.3,17.0,17.5,50.6,9.6,'12-13
6108,Mickael Gelabale,MIN,30,200.66,215.0,None,France,2005,2,48,36.0,5.0,2.8,0.7,-4.8,5.1,10.8,11.5,60.5,6.4,'12-13
6109,Mickael Pietrus,TOR,31,198.12,215.0,None,France,2003,1,11,19.0,5.3,1.9,0.5,-4.3,1.4,9.0,14.9,47.2,3.4,'12-13
6110,Mike Conley,MEM,25,185.42,185.0,Ohio State,USA,2007,1,4,80.0,14.6,2.8,6.1,9.7,1.6,7.0,20.5,54.9,28.7,'12-13
6111,Mike Dunleavy,MIL,32,205.74,230.0,Duke,USA,2002,1,3,75.0,10.5,3.9,1.9,1.6,1.5,13.0,17.0,57.7,11.4,'12-13
6112,Mike James,DAL,38,187.96,188.0,Duquesne,USA,Undrafted,Undrafted,Undrafted,45.0,6.1,1.6,3.1,1.9,1.1,7.1,18.0,48.1,23.6,'12-13
6113,Mike Miller,MIA,33,203.2,210.0,Florida,USA,2000,1,5,59.0,4.8,2.7,1.7,2.4,2.3,15.3,14.1,59.6,16.7,'12-13
6114,Mike Scott,ATL,24,203.2,237.0,Virginia,USA,2012,2,43,40.0,4.6,2.8,0.3,-5.8,10.3,18.8,22.6,53.3,5.8,'12-13
6115,Miles Plumlee,IND,24,210.82,255.0,Duke,USA,2012,1,26,14.0,0.9,1.6,0.1,-10.8,17.4,14.7,18.1,28.6,6.1,'12-13
6116,Mirza Teletovic,BKN,27,205.74,255.0,None,Bosnia and Herzegovina,Undrafted,Undrafted,Undrafted,53.0,3.5,1.8,0.4,-3.0,6.5,13.2,18.9,49.5,8.0,'12-13
6117,Mo Williams,UTA,30,185.42,195.0,Alabama,USA,2003,2,47,46.0,12.9,2.4,6.2,-2.7,1.7,6.5,22.0,51.9,32.4,'12-13
6118,Monta Ellis,MIL,27,190.5,185.0,None,USA,2005,2,40,82.0,19.2,3.9,6.0,-0.9,1.3,8.7,25.8,49.3,26.2,'12-13
6119,Nando De Colo,SAS,26,195.58,200.0,None,France,2009,2,53,72.0,3.8,1.9,1.9,-2.1,2.7,12.2,16.7,53.0,23.3,'12-13
6120,Nate Robinson,CHI,29,175.26,180.0,Washington,USA,2005,1,21,82.0,13.1,2.2,4.4,0.6,1.4,7.7,24.6,54.0,31.2,'12-13
6121,Nazr Mohammed,CHI,35,208.28,250.0,Kentucky,USA,1998,1,29,63.0,2.6,3.1,0.4,0.1,10.4,19.1,15.0,41.4,6.0,'12-13
6122,Nene,WAS,30,210.82,250.0,None,Brazil,2002,1,7,61.0,12.6,6.7,2.9,3.4,6.3,18.3,23.3,53.8,18.4,'12-13
6123,Nick Collison,OKC,32,208.28,255.0,Kansas,USA,2003,1,12,81.0,5.1,4.1,1.5,12.5,8.6,12.8,11.3,62.4,11.2,'12-13
6124,Nick Young,PHI,28,200.66,210.0,Southern California,USA,2007,1,16,59.0,10.6,2.2,1.4,-4.4,1.6,7.5,20.5,52.5,9.9,'12-13
6125,Nicolas Batum,POR,24,203.2,200.0,None,France,2008,1,25,73.0,14.3,5.6,4.9,-2.4,3.6,11.5,17.8,56.6,19.9,'12-13
6126,Nikola Pekovic,MIN,27,210.82,290.0,None,Montenegro,2008,2,31,62.0,16.3,8.8,0.9,-0.5,11.5,17.1,22.1,57.2,4.8,'12-13
6127,Nikola Vucevic,ORL,22,213.36,240.0,Southern California,Montenegro,2011,1,16,77.0,13.1,11.9,1.9,-8.3,10.7,25.8,19.1,53.4,9.3,'12-13
6128,Nolan Smith,POR,24,187.96,185.0,Duke,USA,2011,1,21,40.0,2.8,0.7,0.9,-1.6,2.3,6.8,23.4,43.5,22.9,'12-13
6129,Norris Cole,MIA,24,187.96,175.0,Cleveland State,USA,2011,1,28,80.0,5.6,1.6,2.1,0.1,1.3,7.1,16.8,48.3,16.5,'12-13
6130,O.J. Mayo,DAL,25,193.04,210.0,Southern California,USA,2008,1,3,82.0,15.3,3.5,4.4,-1.6,1.3,8.6,20.6,55.6,19.1,'12-13
6131,Omer Asik,HOU,26,213.36,255.0,None,Turkey,2008,2,36,82.0,10.1,11.7,0.9,6.4,11.6,26.9,16.2,55.8,4.6,'12-13
6132,Omri Casspi,CLE,25,205.74,225.0,None,Israel,2009,1,23,43.0,4.0,2.7,0.7,-3.2,3.6,19.3,17.7,48.6,9.3,'12-13
6133,Orlando Johnson,IND,24,195.58,220.0,Cal-Santa Barbara,USA,2012,2,36,51.0,4.0,2.2,0.9,-0.7,3.3,13.8,16.1,52.3,13.5,'12-13
6134,P.J. Tucker,PHX,28,198.12,224.0,Texas,USA,2006,2,35,79.0,6.4,4.4,1.4,-3.9,6.7,11.8,12.5,52.5,8.5,'12-13
6135,Pablo Prigioni,NYK,36,190.5,185.0,None,Argentina,Undrafted,Undrafted,Undrafted,78.0,3.5,1.8,3.0,7.3,3.4,8.9,11.7,59.5,27.7,'12-13
6136,Patrick Beverley,HOU,24,185.42,185.0,Arkansas,USA,2009,2,42,41.0,5.6,2.7,2.9,7.9,5.9,8.8,15.0,55.1,26.2,'12-13
6137,Patrick Patterson,SAC,24,205.74,235.0,Kentucky,USA,2010,1,14,71.0,10.4,4.7,1.1,1.4,6.5,12.7,17.3,56.6,7.0,'12-13
6138,Patty Mills,SAS,24,182.88,185.0,St. Mary's,Australia,2009,2,55,58.0,5.1,0.9,1.1,2.4,1.5,6.2,19.3,59.0,14.7,'12-13
