,#,player,team,age,gp,w,l,min,offrtg,defrtg,netrtg,ast%,ast/to,ast ratio,oreb%,dreb%,reb%,to ratio,efg%,ts%,usg%,pace,pie,poss,season
3046,384,Travis Diener,ORL,24,23,9,14,10.7,97.2,108.9,-11.8,12.6,1.60,16.3,1.5,7.6,4.3,10.2,60.1,61.4,14.4,96.21,8.1,494,'05-06
3047,394,Charles Smith,DEN,30,22,5,17,9.5,96.8,97.1,-0.3,7.4,2.25,10.2,1.4,6.6,3.9,4.5,52.1,53.0,17.4,93.50,5.4,406,'05-06
3048,394,James Thomas,CHI,25,22,10,12,6.8,101.6,97.7,3.9,1.1,0.14,2.9,8.0,17.9,13.0,20.6,52.6,55.6,9.2,99.70,1.5,314,'05-06
3049,394,Lee Nailon,PHI,31,22,11,11,10.8,106.0,105.3,0.7,4.8,0.70,6.8,10.1,8.4,9.3,9.7,50.0,53.7,17.8,95.40,7.6,470,'05-06
3050,394,Stephen Graham,CLE,24,22,10,12,7.9,102.8,100.0,2.8,6.3,0.54,8.6,2.7,13.5,7.8,16.0,40.7,47.9,17.9,98.03,3.3,357,'05-06
3051,394,Terence Morris,ORL,27,22,9,13,8.7,101.1,101.1,0.0,3.4,0.57,6.6,3.4,18.5,10.8,11.5,32.7,34.8,13.2,91.80,4.3,365,'05-06
3052,399,Brian Grant,PHX,34,21,10,11,11.8,106.5,108.8,-2.4,3.9,1.00,8.5,4.4,17.9,11.2,8.5,41.5,44.5,13.4,96.11,3.8,496,'05-06
3053,399,Grant Hill,ORL,33,21,6,15,29.2,103.8,107.8,-3.9,14.2,1.37,12.9,2.6,12.2,7.3,9.4,49.4,55.2,24.3,91.70,12.6,1171,'05-06
3054,399,Jarvis Hayes,WAS,24,21,9,12,24.6,103.3,102.3,1.0,8.7,1.23,11.1,3.4,11.2,7.1,9.0,46.7,49.9,18.0,96.64,8.3,1040,'05-06
3055,402,Dorell Wright,MIA,20,20,14,6,6.6,85.0,102.9,-17.9,12.9,0.57,11.1,1.6,23.1,12.5,19.4,50.0,57.4,21.6,98.09,13.1,267,'05-06
3056,402,Jon Barry,HOU,36,20,7,13,17.1,99.2,107.3,-8.0,12.9,1.18,21.0,0.3,9.0,4.7,17.7,47.7,55.3,13.3,91.30,6.2,654,'05-06
3057,402,Luke Schenscher,CHI,24,20,11,9,7.4,96.0,94.3,1.8,7.2,1.40,15.9,5.1,14.4,9.5,11.4,61.5,56.7,10.9,96.43,6.3,301,'05-06
3058,405,Aaron Miles,GSW,23,19,13,6,6.2,95.1,96.3,-1.2,30.8,2.18,43.6,0.0,13.6,6.5,20.0,33.3,40.5,11.0,98.95,6.4,243,'05-06
3059,405,Andre Barrett,TOR,24,19,4,15,14.9,106.9,111.1,-4.2,28.0,3.47,29.5,2.8,6.0,4.3,8.5,37.5,39.8,18.5,96.77,7.4,569,'05-06
3060,405,Arvydas Macijauskas,NOK,26,19,5,14,7.1,94.9,97.6,-2.8,7.1,0.63,8.2,2.3,6.0,4.0,13.1,37.8,46.2,19.3,90.28,5.1,253,'05-06
3061,405,Dan Dickau,BOS,27,19,7,12,12.3,107.8,105.0,2.8,23.3,2.22,35.7,2.5,4.8,3.7,16.1,47.8,57.5,13.7,98.13,5.1,477,'05-06
3062,405,Eddie Basden,CHI,23,19,10,9,7.4,94.0,86.4,7.5,9.4,0.89,13.6,5.0,13.8,9.6,15.3,41.9,47.1,15.6,96.54,9.0,281,'05-06
3063,410,Ervin Johnson,MIL,38,18,9,9,4.5,96.2,119.9,-23.7,4.5,0.40,8.0,6.8,21.6,14.8,20.0,41.2,41.9,12.8,93.19,0.7,158,'05-06
3064,410,Gerald Fitch,MIA,23,18,12,6,13.3,97.3,99.0,-1.7,22.8,2.20,22.3,2.8,9.1,6.0,10.1,37.6,42.4,21.1,95.82,6.3,479,'05-06
3065,412,Billy Thomas,WAS,30,17,8,9,7.7,100.0,101.8,-1.8,10.8,1.50,16.1,3.4,7.0,5.1,10.7,45.0,46.5,15.0,99.23,4.2,270,'05-06
3066,412,Chris Taft,GSW,21,17,9,8,8.5,102.5,97.6,4.9,2.4,1.00,4.4,13.0,13.7,13.3,4.4,60.5,57.8,13.2,95.56,7.4,285,'05-06
3067,412,Nikoloz Tskitishvili,PHX,23,17,11,6,5.8,87.4,103.9,-16.6,5.7,0.50,5.8,7.8,11.8,9.8,11.5,36.5,41.7,20.6,99.13,5.1,206,'05-06
3068,415,Anthony Roberson,MEM,23,16,11,5,5.5,87.0,85.5,1.4,12.2,1.67,12.5,0.0,6.0,3.4,7.5,53.2,54.9,18.9,92.94,9.5,169,'05-06
3069,415,John Thomas,NJN,30,16,5,11,8.0,99.1,104.3,-5.1,2.6,0.25,7.4,9.6,9.4,9.5,29.6,40.0,44.7,9.1,88.51,0.3,235,'05-06
3070,415,Melvin Sanders,SAS,25,16,14,2,7.1,89.0,95.5,-6.5,4.8,0.38,6.1,4.0,17.3,10.9,16.3,51.5,54.8,18.3,94.15,7.7,219,'05-06
3071,415,Von Wafer,LAL,20,16,6,10,4.5,86.0,101.4,-15.4,11.4,4.00,8.5,5.7,3.9,4.9,2.1,18.4,24.1,25.6,95.33,-7.8,143,'05-06
3072,419,Will Bynum,GSW,23,15,7,8,10.8,93.6,110.7,-17.1,21.8,1.36,20.7,1.7,5.7,3.6,15.2,42.3,45.7,19.1,96.70,6.0,327,'05-06
3073,420,Aaron McKie,LAL,33,14,9,5,8.7,92.3,102.6,-10.3,14.7,5.50,42.3,2.6,14.3,8.5,7.7,25.0,27.2,5.8,91.66,6.8,234,'05-06
3074,420,Dwayne Jones,BOS,23,14,7,7,6.2,91.9,81.8,10.1,3.4,0.67,9.5,13.2,23.6,18.8,14.3,40.0,44.5,9.6,95.15,7.8,173,'05-06
3075,420,Julius Hodge,DEN,22,14,7,7,2.4,93.1,86.7,6.4,33.3,0.75,19.4,15.2,5.4,10.0,25.8,38.5,39.3,31.3,106.86,-2.5,72,'05-06
3076,423,John Lucas III,HOU,23,13,4,9,8.2,89.2,96.1,-6.9,20.0,1.71,21.8,1.7,3.3,2.4,12.7,41.7,41.7,17.6,94.07,5.5,213,'05-06
3077,424,Anthony Grundy,ATL,27,12,5,7,9.0,108.0,96.4,11.7,13.0,1.00,14.5,0.9,13.7,7.6,14.5,56.6,58.9,20.9,98.88,11.3,224,'05-06
3078,424,Jamal Sampson,SAC,23,12,5,7,3.2,85.2,77.8,7.4,23.8,0.00,38.5,12.2,33.3,22.5,0.0,71.4,63.5,8.4,100.94,28.7,81,'05-06
3079,424,Noel Felix,SEA,24,12,7,5,6.8,100.0,98.8,1.2,4.3,0.25,5.1,3.7,12.8,8.2,20.5,26.0,31.6,19.7,96.16,-3.3,160,'05-06
3080,424,Reece Gaines,MIL,25,12,5,7,4.5,95.0,116.7,-21.7,11.1,3.00,16.7,0.0,0.0,0.0,5.6,50.0,47.2,13.4,90.03,3.7,100,'05-06
3081,424,Zendon Hamilton,PHI,31,12,8,4,4.0,92.6,115.1,-22.4,0.0,0.00,0.0,6.8,25.0,14.5,21.4,50.0,59.3,26.2,93.12,10.0,95,'05-06
3082,429,Dijon Thompson,PHX,23,10,8,2,4.3,94.7,106.3,-11.6,4.2,0.50,3.6,8.9,14.0,11.6,7.1,52.0,54.1,25.2,106.66,14.5,94,'05-06
3083,429,Willie Green,PHI,24,10,4,6,15.3,94.6,103.0,-8.4,6.5,0.42,5.9,0.7,8.6,4.8,14.1,50.0,51.3,24.1,94.01,6.0,297,'05-06
3084,431,Earl Barron,MIA,24,8,4,4,5.6,73.1,111.0,-37.9,0.0,0.00,0.0,4.3,18.6,11.1,21.7,31.3,36.6,22.3,98.41,-4.4,93,'05-06
3085,431,Ime Udoka,NYK,28,8,3,5,14.3,97.6,100.9,-3.3,8.2,3.00,17.1,3.2,13.0,8.4,5.7,39.6,41.3,11.9,90.31,5.1,212,'05-06
3086,431,Vin Baker,LAC,34,8,5,3,10.6,101.2,89.6,11.7,7.8,0.44,11.1,2.8,21.0,12.4,25.0,46.7,58.9,17.7,92.04,9.1,163,'05-06
3087,434,Bracey Wright,MIN,21,7,1,6,19.3,90.8,96.5,-5.7,7.2,0.63,6.9,2.2,10.9,6.5,11.1,47.1,53.4,22.3,91.49,10.3,260,'05-06
3088,434,Doug Christie,DAL,36,7,5,2,26.5,98.3,100.3,-2.0,11.5,2.33,26.9,1.2,6.4,3.8,11.5,34.6,41.6,9.5,90.71,4.7,347,'05-06
3089,434,Samaki Walker,IND,30,7,6,1,3.1,63.6,92.9,-29.2,0.0,0.00,0.0,0.0,14.3,6.7,40.0,0.0,34.7,10.2,94.29,-12.6,44,'05-06
3090,437,Josh Davis,PHX,25,6,2,4,2.8,63.9,100.0,-36.1,12.5,1.00,10.0,12.0,5.6,9.3,10.0,28.6,36.1,19.1,106.53,4.1,36,'05-06
3091,437,Maciej Lampe,HOU,21,6,1,5,4.6,87.3,94.4,-7.2,13.3,0.67,11.8,14.8,21.7,18.0,17.6,18.2,16.8,23.4,94.61,-4.1,55,'05-06
3092,437,Martynas Andriuskevicius,CLE,20,6,1,5,1.6,104.5,50.0,54.5,0.0,0.00,0.0,11.1,30.0,21.1,0.0,0.0,0.0,4.0,117.86,15.2,22,'05-06
3093,440,Alex Acker,DET,23,5,3,2,7.0,81.8,126.3,-44.5,19.0,1.00,16.7,2.5,12.1,6.8,16.7,28.1,28.1,21.5,104.60,-1.2,77,'05-06
3094,440,Randy Livingston,CHI,31,5,3,2,4.5,93.8,73.5,20.3,5.3,1.00,25.0,3.8,12.0,7.8,25.0,0.0,0.0,5.4,104.60,-8.9,48,'05-06
3095,442,Anfernee Hardaway,NYK,34,4,1,3,17.9,97.9,94.3,3.6,17.4,1.33,27.6,0.0,15.2,8.2,20.7,28.6,33.6,13.5,95.01,3.8,143,'05-06
3096,442,Randy Holcomb,CHI,26,4,3,1,2.6,104.8,115.0,-10.2,0.0,0.00,0.0,16.7,0.0,7.7,0.0,100,100,4.3,93.54,1.2,21,'05-06
3097,444,Amar'e Stoudemire,PHX,23,3,2,1,16.8,100.0,100.9,-0.9,6.3,2.00,5.9,10.7,19.2,14.8,2.9,33.3,42.0,27.4,99.43,11.4,103,'05-06
3098,444,Amir Johnson,DET,19,3,1,2,12.9,98.8,124.1,-25.3,12.5,0.75,15.8,7.7,2.4,5.0,21.1,80.0,85.0,16.8,102.15,8.4,82,'05-06
3099,444,Anthony Goldwire,LAC,34,3,3,0,7.3,86.0,90.7,-4.7,18.2,2.00,20.0,0.0,5.0,2.6,10.0,14.3,14.3,17.0,94.22,-4.9,43,'05-06
3100,444,Marcus Fizer,NOK,27,3,0,3,13.0,97.3,115.1,-17.8,5.0,0.50,4.8,2.9,18.8,10.4,9.5,55.9,55.9,23.8,90.50,8.7,74,'05-06
3101,444,Sharrod Ford,PHX,24,3,3,0,4.3,89.3,128.6,-39.3,0.0,0.00,0.0,11.1,11.8,11.5,40.0,66.7,66.7,15.2,103.12,-13.6,28,'05-06
3102,449,Deng Gai,PHI,24,2,0,2,2.4,100.0,110.0,-10.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.60,0.0,8,'05-06
3103,449,Derrick Zimmerman,NJN,24,2,0,2,15.9,89.1,109.1,-20.0,46.7,1.75,50.0,3.3,14.3,7.8,28.6,66.7,66.7,10.4,82.80,8.1,55,'05-06
3104,449,Jonathan Bender,IND,25,2,1,1,10.3,102.5,116.7,-14.2,16.7,0.00,25.0,0.0,23.5,13.3,0.0,80.0,85.0,14.6,95.15,16.9,40,'05-06
3105,449,Matt Walsh,MIA,23,2,2,0,1.7,20.0,166.7,-146.7,0.0,0.00,0.0,0.0,0.0,0.0,33.3,100,53.2,30.0,134.78,-9.5,10,'05-06
3106,449,Slava Medvedenko,LAL,27,2,0,2,3.1,142.9,46.2,96.7,12.5,0.00,33.3,0.0,0.0,0.0,0.0,50.0,50.0,12.5,103.96,5.4,14,'05-06
3107,454,Alex Scales,SAS,27,1,1,0,0.2,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.04,0.0,1,'05-06
3108,454,Alvin Williams,TOR,31,1,0,1,9.8,81.8,109.5,-27.7,0.0,0.00,0.0,0.0,27.3,13.0,0.0,0.0,12.9,17.4,105.85,0.0,22,'05-06
3109,454,Bryon Russell,DEN,35,1,0,1,2.6,100.0,33.3,66.7,33.3,0.00,100.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,112.21,20.0,6,'05-06
3110,454,Nene,DEN,23,1,0,1,2.6,33.3,133.3,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,66.7,0.0,0.0,42.9,112.94,-53.3,6,'05-06
3111,454,Pavel Podkolzin,DAL,21,1,0,1,18.1,73.5,67.6,5.9,0.0,0.00,0.0,0.0,36.8,18.9,28.6,0.0,32.3,18.4,90.33,10.9,34,'05-06
3112,1,Amar'e Stoudemire,PHX,24,82,61,21,32.8,113.9,105.6,8.3,4.9,0.36,5.2,9.1,20.4,15.1,14.4,57.5,63.7,25.2,97.40,14.4,5454,'06-07
3113,1,Andrew Bynum,LAL,19,82,42,40,21.9,103.0,105.8,-2.8,8.5,0.82,12.6,8.3,19.1,13.9,15.5,55.8,59.3,16.3,95.12,9.7,3547,'06-07
3114,1,Andris Biedrins,GSW,21,82,42,40,29.1,107.0,104.2,2.9,5.3,0.74,10.2,10.6,21.5,16.1,13.8,59.9,59.8,13.9,99.64,10.5,4935,'06-07
3115,1,Antonio McDyess,DET,32,82,53,29,21.1,107.2,98.3,8.9,7.2,0.96,9.6,9.9,20.0,14.9,10.0,52.6,55.2,18.0,89.70,12.3,3223,'06-07
3116,1,Ben Gordon,CHI,24,82,49,33,33.0,105.5,98.9,6.6,19.4,1.19,14.3,1.3,8.2,4.8,12.1,51.3,57.2,28.6,95.58,12.7,5382,'06-07
3117,1,Bruce Bowen,SAS,36,82,58,24,30.1,108.3,94.8,13.5,6.8,1.80,17.3,1.1,8.2,4.9,9.6,50.0,51.1,10.8,90.53,4.9,4630,'06-07
3118,1,Carlos Delfino,DET,24,82,53,29,16.7,101.1,98.2,2.9,10.8,1.44,15.5,5.0,14.9,9.9,10.8,47.6,51.5,15.8,91.64,10.3,2611,'06-07
3119,1,Charlie Bell,MIL,28,82,28,54,34.7,105.0,109.5,-4.5,13.7,2.38,17.7,2.0,6.8,4.4,7.4,50.3,53.0,18.1,93.75,7.9,5563,'06-07
3120,1,Chris Wilcox,SEA,24,82,31,51,31.5,108.3,109.1,-0.8,5.0,0.65,6.9,7.3,18.9,13.1,10.8,52.9,56.8,19.1,93.72,10.3,5038,'06-07
3121,1,Craig Smith,MIN,23,82,32,50,18.7,99.5,104.3,-4.8,5.6,0.66,7.4,10.3,18.4,14.4,11.1,53.1,55.8,18.2,93.08,10.1,2986,'06-07
3122,1,Damien Wilkins,SEA,27,82,31,51,24.8,103.3,109.2,-5.9,12.1,1.34,16.5,4.5,7.6,6.0,12.3,47.7,53.5,17.3,94.19,7.9,3992,'06-07
3123,1,Danny Granger,IND,24,82,35,47,34.0,102.0,104.4,-2.3,7.0,0.84,9.2,4.1,10.2,7.1,10.9,52.2,57.3,17.8,94.40,9.0,5470,'06-07
3124,1,DeShawn Stevenson,WAS,26,82,41,41,29.5,108.4,110.0,-1.7,13.9,1.83,18.3,2.2,7.0,4.5,10.0,51.0,54.2,17.3,96.89,7.6,4891,'06-07
3125,1,Derek Fisher,UTA,32,82,51,31,27.9,107.6,103.5,4.1,18.3,2.28,23.1,1.4,5.7,3.5,10.1,41.8,51.0,17.7,94.00,6.9,4467,'06-07
3126,1,Dwight Howard,ORL,21,82,40,42,36.9,104.2,102.9,1.4,9.2,0.50,9.6,10.5,25.4,18.2,19.3,60.3,61.9,22.5,91.03,16.2,5742,'06-07
3127,1,Eric Snow,CLE,34,82,50,32,23.5,99.0,99.7,-0.6,25.9,2.97,40.4,1.8,8.2,4.9,13.6,41.7,45.8,11.2,92.98,6.7,3736,'06-07
3128,1,Hakim Warrick,MEM,24,82,22,60,26.2,102.2,110.9,-8.7,6.4,0.47,6.7,6.4,14.5,10.5,14.3,52.4,59.2,21.8,95.44,9.8,4266,'06-07
3129,1,Jannero Pargo,NOK,27,82,39,43,20.9,97.9,100.7,-2.8,21.8,1.66,19.1,1.2,9.6,5.3,11.5,46.7,50.4,23.0,91.35,10.2,3254,'06-07
3130,1,Jarron Collins,UTA,28,82,51,31,11.1,101.7,96.1,5.6,10.2,1.62,19.7,7.8,12.6,10.0,12.2,44.1,49.4,11.6,93.42,4.5,1779,'06-07
3131,1,Luol Deng,CHI,22,82,49,33,37.5,104.9,98.2,6.7,11.5,1.33,11.8,4.9,14.1,9.5,8.8,51.8,56.0,21.9,95.00,14.5,6083,'06-07
3132,1,Mark Blount,MIN,31,82,32,50,31.0,101.6,107.4,-5.8,4.5,0.42,5.8,5.9,14.8,10.5,13.8,51.4,54.6,19.7,92.66,8.3,4907,'06-07
3133,1,Martell Webster,POR,20,82,32,50,21.5,101.1,106.7,-5.7,5.0,0.68,7.7,2.5,12.3,7.3,11.2,48.9,52.2,16.2,91.25,6.6,3364,'06-07
3134,1,Michael Finley,SAS,34,82,58,24,22.2,106.4,101.5,4.9,10.0,2.35,12.7,2.0,10.7,6.5,5.4,49.0,52.4,18.9,91.38,9.8,3476,'06-07
3135,1,Mike Bibby,SAC,29,82,33,49,33.9,105.4,106.2,-0.9,23.5,1.97,20.5,1.4,8.4,4.8,10.4,47.8,53.2,23.7,97.84,10.6,5681,'06-07
3136,1,Mike Dunleavy,IND,26,82,34,48,31.5,103.2,105.1,-1.8,14.2,1.53,17.0,3.2,13.6,8.4,11.1,49.3,54.2,18.7,96.93,10.2,5219,'06-07
3137,1,Mike James,MIN,32,82,32,50,25.2,101.7,107.2,-5.4,23.2,2.30,24.5,1.3,6.9,4.2,10.7,48.0,52.9,20.2,92.91,8.5,4016,'06-07
3138,1,Nick Collison,SEA,26,82,31,51,29.0,105.4,106.9,-1.5,5.5,0.67,8.8,10.0,19.4,14.7,13.3,50.0,54.6,16.0,92.71,9.1,4577,'06-07
3139,1,Paul Millsap,UTA,22,82,51,31,18.0,107.4,101.7,5.7,6.8,0.66,9.6,13.1,18.2,15.6,14.5,52.6,57.1,17.4,92.66,11.0,2834,'06-07
3140,1,Rafer Alston,HOU,30,82,52,30,37.1,105.8,98.2,7.6,23.2,2.61,25.8,1.0,8.3,4.7,9.9,47.0,49.6,19.0,93.06,9.0,5901,'06-07
3141,1,Randy Foye,MIN,23,82,32,50,22.9,101.1,105.5,-4.4,21.6,1.53,20.0,2.8,9.5,6.1,13.1,48.3,53.6,22.4,93.17,9.5,3645,'06-07
3142,1,Samuel Dalembert,PHI,27,82,35,47,30.9,104.0,104.4,-0.3,4.1,0.40,6.5,10.4,20.8,15.6,16.4,54.1,58.1,16.6,91.29,10.6,4819,'06-07
3143,1,Shane Battier,HOU,28,82,52,30,36.4,104.1,98.4,5.7,9.2,2.43,18.4,2.3,9.1,5.8,7.6,56.7,58.9,11.9,92.34,8.2,5767,'06-07
3144,1,Smush Parker,LAL,26,82,42,40,30.0,106.9,108.9,-2.0,14.1,1.49,18.4,1.9,6.8,4.4,12.3,50.6,52.6,18.1,97.10,6.5,4978,'06-07
3145,1,Steve Blake,DEN,27,82,43,39,27.1,105.8,106.6,-0.8,26.0,3.16,38.0,1.0,6.8,3.9,12.0,47.6,49.1,13.1,96.92,7.4,4486,'06-07
3146,1,Tayshaun Prince,DET,27,82,53,29,36.6,108.4,102.6,5.8,12.7,2.32,16.0,5.1,10.1,7.6,6.9,50.1,53.4,18.8,88.83,10.6,5550,'06-07
3147,1,Vince Carter,NJN,30,82,41,41,38.1,105.5,104.7,0.9,24.5,1.81,16.0,3.9,12.7,8.3,8.8,50.3,55.9,30.2,93.22,14.9,6072,'06-07
3148,37,Anderson Varejao,CLE,24,81,49,32,23.9,104.0,97.1,6.8,6.0,1.12,11.3,9.7,19.2,14.3,10.1,47.6,52.7,13.5,93.80,9.4,3771,'06-07
3149,37,Darrell Armstrong,IND,39,81,34,47,15.7,99.5,101.9,-2.4,25.0,2.51,28.0,2.7,8.5,5.5,11.1,50.9,54.7,16.7,96.67,11.2,2571,'06-07
3150,37,DeSagana Diop,DAL,25,81,66,15,18.3,103.3,98.8,4.4,3.0,0.48,10.6,11.8,19.3,15.5,22.2,47.0,50.3,7.8,92.24,5.7,2825,'06-07
3151,37,Donyell Marshall,CLE,34,81,49,32,16.8,100.7,97.0,3.7,5.8,0.69,7.2,6.1,17.7,11.7,10.4,52.0,53.6,18.8,96.76,11.3,2769,'06-07
3152,37,Eddy Curry,NYK,24,81,32,49,35.2,103.6,108.0,-4.4,4.5,0.23,4.1,7.6,14.1,10.9,17.7,57.6,60.3,25.6,91.88,10.3,5471,'06-07
3153,37,Gerald Green,BOS,21,81,24,57,22.0,98.4,104.7,-6.3,8.9,0.69,8.2,3.8,8.8,6.2,11.9,48.4,52.1,23.0,94.42,7.0,3504,'06-07
3154,37,Jamaal Magloire,POR,29,81,31,50,21.0,99.9,107.9,-7.9,3.0,0.23,4.5,9.6,22.7,16.0,19.4,50.4,52.7,17.5,89.11,7.4,3161,'06-07
3155,37,Jarvis Hayes,WAS,25,81,40,41,20.1,105.0,109.8,-4.8,8.2,1.43,11.1,2.5,10.9,6.5,7.8,47.1,50.2,17.1,96.20,6.4,3250,'06-07
3156,37,Jason Terry,DAL,29,81,67,14,35.1,112.3,102.0,10.3,24.4,2.78,24.5,1.6,7.2,4.4,8.8,56.0,58.7,21.1,90.61,12.7,5378,'06-07
3157,37,Johan Petro,SEA,21,81,31,50,18.6,100.4,106.9,-6.5,5.0,0.55,7.5,6.4,17.5,11.9,13.7,51.6,53.2,16.6,93.82,6.9,2934,'06-07
3158,37,Juan Dixon,TOR,28,81,40,41,23.8,103.0,105.4,-2.4,11.2,1.22,12.6,1.5,7.4,4.4,10.4,48.2,51.6,20.0,93.41,7.2,3743,'06-07
3159,37,Quinton Ross,LAC,26,81,40,41,21.0,102.0,104.0,-2.1,7.9,2.61,16.0,3.8,7.8,5.8,6.1,47.0,50.8,11.9,94.11,5.8,3309,'06-07
3160,37,Rasual Butler,NOK,28,81,39,42,27.4,100.5,103.0,-2.4,4.8,0.94,6.6,1.9,9.9,5.9,7.0,48.4,49.5,18.4,91.04,6.9,4220,'06-07
3161,37,Ricky Davis,MIN,27,81,32,49,37.3,101.9,105.8,-4.0,21.5,1.83,21.3,2.0,8.8,5.5,11.6,52.1,56.6,21.5,93.31,11.0,5878,'06-07
3162,37,Ruben Patterson,MIL,31,81,27,54,31.0,106.3,109.0,-2.8,15.4,1.17,15.9,7.9,10.4,9.1,13.7,55.0,57.8,21.8,93.63,10.9,4876,'06-07
3163,37,Shelden Williams,ATL,23,81,30,51,18.7,97.7,106.0,-8.3,5.1,0.46,7.7,8.9,21.3,15.0,16.8,45.8,51.8,15.6,91.85,9.3,2898,'06-07
3164,53,Andre Miller,PHI,31,80,43,37,37.1,105.7,106.2,-0.5,32.9,2.82,33.2,3.5,8.8,6.2,11.8,46.9,52.0,18.9,94.39,11.6,5839,'06-07
3165,53,Antonio Daniels,WAS,32,80,41,39,22.0,107.6,107.9,-0.4,26.1,4.20,34.1,1.0,8.0,4.4,8.1,46.7,57.2,14.1,94.62,11.1,3466,'06-07
3166,53,Darko Milicic,ORL,22,80,38,42,23.9,103.0,102.7,0.3,8.1,0.73,10.3,8.5,16.1,12.4,14.3,45.4,49.2,18.7,91.05,8.8,3623,'06-07
3167,53,Deron Williams,UTA,23,80,51,29,36.9,109.3,106.4,2.9,40.4,3.03,33.8,1.5,8.2,4.9,11.1,49.4,53.5,22.1,93.49,12.4,5738,'06-07
3168,53,Devin Harris,DAL,24,80,65,15,26.0,111.0,96.2,14.8,22.0,2.03,25.9,2.4,7.4,5.1,12.8,50.4,57.4,18.7,92.44,10.3,3995,'06-07
3169,53,Drew Gooden,CLE,25,80,49,31,28.0,102.5,102.5,0.0,6.7,0.77,8.2,11.9,20.2,15.9,10.7,47.4,50.8,19.9,91.53,11.6,4268,'06-07
3170,53,Elton Brand,LAC,28,80,40,40,38.5,104.7,104.3,0.4,14.2,1.16,12.7,9.3,16.2,12.8,11.0,53.3,58.1,23.6,92.73,15.4,5946,'06-07
3171,53,Jason Collins,NJN,28,80,40,40,23.0,103.7,100.8,2.9,3.4,0.63,14.0,5.3,12.9,9.1,22.2,36.4,40.8,7.1,92.17,0.6,3525,'06-07
3172,53,Jason Kidd,NJN,34,80,41,39,36.7,105.8,104.9,0.9,40.5,3.46,37.8,4.8,18.6,11.7,10.9,47.5,51.6,18.8,93.42,16.0,5725,'06-07
3173,53,Juwan Howard,HOU,34,80,52,28,26.5,103.8,102.9,0.8,10.5,1.17,13.3,6.8,16.2,11.5,11.3,46.5,51.7,18.5,91.44,9.3,4061,'06-07
3174,53,Kevin Martin,SAC,24,80,32,48,35.2,104.7,107.9,-3.1,10.8,1.28,10.7,2.5,10.4,6.4,8.3,53.3,61.4,22.6,97.44,12.7,5728,'06-07
3175,53,Kirk Hinrich,CHI,26,80,48,32,35.5,104.7,98.7,6.0,29.1,2.62,26.7,1.1,8.6,4.9,10.2,51.4,55.9,21.3,95.02,12.4,5613,'06-07
3176,53,Leandro Barbosa,PHX,24,80,59,21,32.7,113.7,104.4,9.3,18.8,2.17,19.0,0.9,7.2,4.2,8.7,56.2,59.5,23.1,97.52,11.5,5295,'06-07
3177,53,Luther Head,HOU,24,80,51,29,27.6,101.9,101.8,0.2,15.5,1.42,18.0,1.4,10.0,5.7,12.7,56.4,58.4,17.9,93.53,10.2,4328,'06-07
3178,53,Mehmet Okur,UTA,28,80,49,31,33.3,109.5,108.6,0.9,9.7,1.25,10.3,6.5,16.9,11.7,8.3,52.3,57.1,22.6,93.41,11.8,5181,'06-07
3179,53,Rasho Nesterovic,TOR,31,80,46,34,21.0,104.0,100.3,3.7,6.8,1.32,12.9,7.6,15.2,11.5,9.8,54.6,55.8,13.9,92.40,8.7,3219,'06-07
3180,53,Shareef Abdur-Rahim,SAC,30,80,31,49,25.2,103.3,107.8,-4.4,9.2,0.94,11.1,6.2,14.8,10.4,11.8,47.6,52.4,19.4,95.78,8.0,4016,'06-07
3181,53,Shawn Marion,PHX,29,80,60,20,37.6,114.4,104.7,9.7,6.5,1.18,9.4,6.3,19.8,13.5,8.0,56.1,59.4,18.9,97.67,13.8,6127,'06-07
3182,53,Tim Duncan,SAS,31,80,58,22,34.1,111.1,96.5,14.6,18.2,1.22,14.5,9.0,23.9,16.8,11.9,54.7,57.9,27.9,90.23,18.9,5125,'06-07
3183,72,Fabricio Oberto,SAS,32,79,57,22,17.3,107.0,99.3,7.7,7.5,0.99,15.5,10.6,18.4,14.6,15.7,56.2,57.5,12.5,91.81,7.7,2612,'06-07
3184,72,Francisco Garcia,SAC,25,79,33,46,17.8,102.2,102.6,-0.4,10.1,1.24,14.9,3.8,10.7,7.3,12.0,49.9,55.1,15.4,98.16,7.1,2874,'06-07
3185,72,Jarrett Jack,POR,23,79,30,49,33.6,102.7,108.8,-6.1,26.5,2.23,29.5,0.7,8.1,4.3,13.2,49.9,57.1,17.5,89.37,10.3,4934,'06-07
3186,72,Joey Graham,TOR,25,79,47,32,16.7,104.7,102.0,2.8,5.3,0.90,8.2,4.5,15.3,10.0,9.1,50.6,56.4,16.8,96.71,8.4,2658,'06-07
